# Combination of '2022aw' data from 'ATLAS', 'ZTF' (sourced from HSF)
filter, zp, z, ra, dec, mjd, mag, dmag, flux, dflux, source
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59564.243462, nan, 1.3453687754634784, -92.0, 114.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59564.248581, inf, inf, 0.0, 38.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59564.251356, 19.79136830878453, 1.0117087362536363, 44.0, 41.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59564.262437, 20.362566630072955, 3.925353971055385, 26.0, 94.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.216506, 18.00993535701719, 0.09565957751189429, 227.0, 20.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.217887, 17.83372184658856, 0.06506284373093633, 267.0, 16.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.220193, 17.858398731654297, 0.07903826777946361, 261.0, 19.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.222953, 17.692816040978116, 0.06071551145039474, 304.0, 17.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.225717, 17.862566630072955, 0.06681453567753848, 260.0, 16.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.226178, 17.900815696297403, 0.060558991500557775, 251.0, 14.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.23734, 18.02437995416459, 0.08724665931107144, 224.0, 18.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59584.2378, 17.870950735091924, 0.07154075767798451, 258.0, 17.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.202984, 17.568114052518755, 0.4775965710087977, 341.0, 150.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.204825, 17.456270500406934, 0.18382835212867726, 378.0, 64.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.20621, 17.74400500525261, 0.2508425024790345, 290.0, 67.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.208055, 17.657675879816964, 0.12793706871375798, 314.0, 37.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.212681, 17.671595765414317, 0.10156887076787098, 310.0, 29.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.214984, 17.549176313022816, 0.07196522394662824, 347.0, 23.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.223288, 17.664613514953892, 0.09047801706333333, 312.0, 26.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59588.225133, 17.37601397693695, 0.07469438263705161, 407.0, 28.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59590.205548, 17.82159058960253, 0.14878607250414816, 270.0, 37.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59590.20876, 17.981610197434954, 0.3681251509701288, 233.0, 79.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59590.214731, 17.74775539310863, 0.17657301599903116, 289.0, 47.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59590.224854, 17.555452262316813, 0.0692353521875942, 345.0, 22.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59592.234065, 17.69998264260712, 0.09347397789324503, 302.0, 26.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59592.237749, 17.587387982407886, 0.0842660935037612, 335.0, 26.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59592.243286, 17.555452262316813, 0.08811772096602899, 345.0, 28.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59592.253917, 17.664613514953892, 0.1113575594625641, 312.0, 32.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.223947, 17.661139156133878, 0.07631372685214058, 313.0, 22.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.226719, 17.879400086720374, 0.0933054550965625, 256.0, 22.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.229024, 17.68215406130703, 0.09195160040312704, 307.0, 26.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.232718, 17.661139156133878, 0.08325133838415336, 313.0, 24.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.233178, 17.83779590842233, 0.10612459144270676, 266.0, 26.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.238706, 17.8135777399145, 0.09580025336117648, 272.0, 24.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.242851, 17.774377229201598, 0.07700256771347519, 282.0, 20.0, ATLAS
o, 23.9, 0.048800606658040875, 357.211768, -4.334784, 59600.251149, 17.549176313022816, 0.06570737838605188, 347.0, 21.0, ATLAS
