# Data from 'ATLAS' for 'SN ATLAS2018jag'
RA, Dec, F, MJD, m, dm, uJy, duJy, zp, source
15.95129, 10.59233, o, 58348.608675, 20.681, 0.777, 19, 15, 20.703115997617928, ATLAS
15.95129, 10.59233, o, 58348.621296, -21.102, 1.092, -13, 14, nan, ATLAS
15.95129, 10.59233, o, 58348.631719, 22.02, 2.848, 6, 16, 21.95462187404089, ATLAS
15.95129, 10.59233, o, 58348.642581, 21.913, 27.933, 6, 174, 21.95462187404089, ATLAS
15.95129, 10.59233, o, 58350.6074, -21.523, 1.524, -9, 14, nan, ATLAS
15.95129, 10.59233, o, 58350.618196, 24.058, 10.429, 1, 9, 23.9, ATLAS
15.95129, 10.59233, o, 58350.628534, 23.058, 6.75, 2, 15, 23.147425010840045, ATLAS
15.95129, 10.59233, o, 58350.639463, -20.089, 1.247, -34, 42, nan, ATLAS
15.95129, 10.59233, o, 58351.605112, 23.569, 7.2, 1, 10, 23.9, ATLAS
15.95129, 10.59233, o, 58351.608152, 23.499, 6.8, 1, 10, 23.9, ATLAS
15.95129, 10.59233, o, 58351.622263, 22.234, 2.361, 5, 11, 22.15257498915995, ATLAS
15.95129, 10.59233, o, 58351.635391, -20.797, 1.5, -17, 26, nan, ATLAS
15.95129, 10.59233, o, 58361.570354, -19.379, 0.558, -64, 36, nan, ATLAS
15.95129, 10.59233, o, 58361.574679, 19.648, 0.441, 50, 22, 19.65257498915995, ATLAS
15.95129, 10.59233, o, 58361.590427, 20.058, 0.857, 34, 30, 20.07130270739436, ATLAS
15.95129, 10.59233, o, 58361.596011, 20.23, 0.817, 29, 24, 20.24400500525261, ATLAS
15.95129, 10.59233, o, 58363.61169, -20.063, 1.325, -34, 45, nan, ATLAS
15.95129, 10.59233, o, 58363.618325, -20.437, 1.746, -24, 42, nan, ATLAS
15.95129, 10.59233, o, 58364.568907, -21.467, 1.828, -9, 17, nan, ATLAS
15.95129, 10.59233, o, 58364.579606, 21.418, 1.633, 10, 16, 21.4, ATLAS
15.95129, 10.59233, o, 58364.580527, -19.897, 0.435, -40, 17, nan, ATLAS
15.95129, 10.59233, o, 58364.589837, 22.281, 4.083, 4, 18, 22.394850021680092, ATLAS
15.95129, 10.59233, o, 58364.591313, -20.867, 1.152, -16, 19, nan, ATLAS
15.95129, 10.59233, o, 58364.600565, -20.905, 1.083, -16, 17, nan, ATLAS
15.95129, 10.59233, o, 58364.60161, -20.681, 0.84, -19, 16, nan, ATLAS
15.95129, 10.59233, o, 58364.612323, -20.927, 1.042, -16, 16, nan, ATLAS
15.95129, 10.59233, o, 58365.568084, -20.592, 0.681, -21, 14, nan, ATLAS
15.95129, 10.59233, o, 58365.571039, -21.59, 1.447, -8, 12, nan, ATLAS
15.95129, 10.59233, o, 58365.587867, 21.153, 1.129, 13, 14, 21.115141619232908, ATLAS
15.95129, 10.59233, o, 58365.594424, -21.44, 1.259, -10, 12, nan, ATLAS
15.95129, 10.59233, o, 58367.561445, -22.828, 3.85, -3, 10, nan, ATLAS
15.95129, 10.59233, o, 58367.576674, 21.921, 1.667, 6, 10, 21.95462187404089, ATLAS
15.95129, 10.59233, o, 58367.582513, -21.971, 1.673, -6, 10, nan, ATLAS
15.95129, 10.59233, o, 58367.597304, -21.785, 1.5, -7, 10, nan, ATLAS
15.95129, 10.59233, o, 58369.548553, 20.547, 0.873, 22, 19, 20.543943297944484, ATLAS
15.95129, 10.59233, o, 58369.551126, -21.032, 0.831, -14, 12, nan, ATLAS
15.95129, 10.59233, o, 58369.551635, -21.369, 1.902, -10, 20, nan, ATLAS
15.95129, 10.59233, o, 58369.567465, 20.526, 0.685, 22, 15, 20.543943297944484, ATLAS
15.95129, 10.59233, o, 58369.56859, -21.663, 1.881, -8, 15, nan, ATLAS
15.95129, 10.59233, o, 58369.573482, 20.735, 0.944, 18, 17, 20.761818737241732, ATLAS
15.95129, 10.59233, o, 58370.569027, 21.777, 1.658, 7, 12, 21.787254899964356, ATLAS
15.95129, 10.59233, o, 58370.579714, 20.603, 0.588, 21, 12, 20.5944517631652, ATLAS
15.95129, 10.59233, o, 58370.589898, -21.601, 1.28, -8, 11, nan, ATLAS
15.95129, 10.59233, o, 58370.600544, -23.502, 7.643, -1, 11, nan, ATLAS
15.95129, 10.59233, o, 58371.550997, 21.387, 1.031, 10, 10, 21.4, ATLAS
15.95129, 10.59233, o, 58371.566943, -21.856, 1.844, -7, 12, nan, ATLAS
15.95129, 10.59233, o, 58371.571959, 23.488, 7.214, 2, 10, 23.147425010840045, ATLAS
15.95129, 10.59233, o, 58371.585968, -21.794, 1.269, -7, 9, nan, ATLAS
15.95129, 10.59233, o, 58372.560077, -20.341, 0.542, -26, 14, nan, ATLAS
15.95129, 10.59233, o, 58372.570802, -21.949, 2.276, -6, 14, nan, ATLAS
15.95129, 10.59233, o, 58372.580997, 22.53, 4.294, 4, 15, 22.394850021680092, ATLAS
15.95129, 10.59233, o, 58372.591674, -22.224, 3.087, -5, 14, nan, ATLAS
15.95129, 10.59233, c, 58375.556977, -20.662, 0.481, -20, 10, nan, ATLAS
15.95129, 10.59233, c, 58375.560097, -22.074, 1.889, -5, 10, nan, ATLAS
15.95129, 10.59233, c, 58375.574621, -21.124, 0.67, -13, 9, nan, ATLAS
15.95129, 10.59233, c, 58375.580743, -23.003, 5.0, -2, 11, nan, ATLAS
15.95129, 10.59233, o, 58376.534969, -20.778, 0.667, -18, 12, nan, ATLAS
15.95129, 10.59233, o, 58376.545118, 21.575, 1.44, 8, 12, 21.64227503252014, ATLAS
15.95129, 10.59233, o, 58376.555313, -20.904, 0.688, -16, 11, nan, ATLAS
15.95129, 10.59233, o, 58376.565423, -22.846, 4.733, -3, 12, nan, ATLAS
15.95129, 10.59233, o, 58377.535027, 22.295, 3.043, 4, 13, 22.394850021680092, ATLAS
15.95129, 10.59233, o, 58377.539172, -20.439, 0.448, -24, 11, nan, ATLAS
15.95129, 10.59233, o, 58377.554646, -22.796, 5.133, -3, 14, nan, ATLAS
15.95129, 10.59233, o, 58377.561766, -22.569, 4.0, -3, 14, nan, ATLAS
15.95129, 10.59233, o, 58378.534733, -22.695, 3.107, -3, 9, nan, ATLAS
15.95129, 10.59233, o, 58378.544891, -21.311, 1.0, -11, 11, nan, ATLAS
15.95129, 10.59233, o, 58378.555057, -20.541, 0.475, -22, 10, nan, ATLAS
15.95129, 10.59233, o, 58378.565148, -21.182, 0.861, -12, 10, nan, ATLAS
15.95129, 10.59233, o, 58379.523898, -21.176, 0.896, -12, 11, nan, ATLAS
15.95129, 10.59233, o, 58379.539845, 21.077, 0.921, 14, 12, 21.034679910804403, ATLAS
15.95129, 10.59233, o, 58379.544791, 21.63, 1.328, 8, 11, 21.64227503252014, ATLAS
15.95129, 10.59233, o, 58379.559684, 21.751, 1.397, 7, 10, 21.787254899964356, ATLAS
15.95129, 10.59233, o, 58380.531189, -22.32, 4.308, -4, 18, nan, ATLAS
15.95129, 10.59233, o, 58380.533072, 20.417, 0.705, 25, 17, 20.405149978319905, ATLAS
15.95129, 10.59233, o, 58380.541518, 21.361, 1.818, 10, 19, 21.4, ATLAS
15.95129, 10.59233, o, 58380.543435, 24.179, 18.75, 1, 14, 23.9, ATLAS
15.95129, 10.59233, o, 58380.551586, 21.414, 1.706, 10, 17, 21.4, ATLAS
15.95129, 10.59233, o, 58380.553565, 18.186, 0.086, 193, 17, 18.186106727480563, ATLAS
15.95129, 10.59233, o, 58380.561875, -20.206, 0.598, -30, 18, nan, ATLAS
15.95129, 10.59233, o, 58380.563897, -20.979, 1.028, -15, 15, nan, ATLAS
15.95129, 10.59233, o, 58382.512339, -23.752, 14.3, -1, 16, nan, ATLAS
