# Combined data from 'ATLAS-ZTF' for 'SN 2024bjb'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
167.98247, 3.13369, o, 60287.669355, -21.367, 3.353, -10, 35, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60291.652243, -23.474, 10.143, -2, 15, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60291.654094, 19.902, 0.39, 40, 16, 19.894850021680092, ATLAS-ZTF
167.98247, 3.13369, o, 60291.65754, 21.232, 1.648, 12, 19, 21.202046884880936, ATLAS-ZTF
167.98247, 3.13369, o, 60294.593158, 20.562, 0.509, 22, 11, 20.543943297944484, ATLAS-ZTF
167.98247, 3.13369, o, 60294.595468, 21.528, 1.288, 9, 11, 21.514393726401686, ATLAS-ZTF
167.98247, 3.13369, o, 60294.59824, -20.299, 0.411, -28, 11, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60294.620425, -20.054, 0.29, -34, 10, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60295.305268, -21.294, 1.268, -11, 14, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60295.308446, -20.752, 0.748, -18, 14, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60295.31389, 20.374, 0.655, 26, 17, 20.362566630072955, ATLAS-ZTF
167.98247, 3.13369, o, 60295.335194, 22.591, 4.435, 3, 15, 22.707196863200842, ATLAS-ZTF
167.98247, 3.13369, c, 60296.553426, 22.695, 4.105, 3, 12, 22.707196863200842, ATLAS-ZTF
167.98247, 3.13369, c, 60296.556601, -20.815, 0.788, -17, 14, nan, ATLAS-ZTF
167.98247, 3.13369, c, 60296.561575, -20.732, 0.64, -18, 12, nan, ATLAS-ZTF
167.98247, 3.13369, c, 60296.571354, -20.565, 0.895, -22, 19, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60299.296429, 22.378, 3.96, 4, 16, 22.394850021680092, ATLAS-ZTF
167.98247, 3.13369, o, 60299.299617, 21.726, 1.795, 7, 13, 21.787254899964356, ATLAS-ZTF
167.98247, 3.13369, o, 60299.305057, 20.686, 0.78, 19, 15, 20.703115997617928, ATLAS-ZTF
167.98247, 3.13369, o, 60299.315949, 20.837, 0.754, 17, 13, 20.823877696554312, ATLAS-ZTF
167.98247, 3.13369, o, 60301.049298, -21.315, 1.012, -11, 11, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60301.055717, 20.568, 0.566, 22, 12, 20.543943297944484, ATLAS-ZTF
167.98247, 3.13369, o, 60301.059361, -21.029, 0.862, -14, 12, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60301.077991, -22.447, 2.844, -4, 11, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60303.324525, 22.554, 6.478, 4, 22, 22.394850021680092, ATLAS-ZTF
167.98247, 3.13369, o, 60303.327698, 19.26, 0.306, 72, 22, 19.256668758921826, ATLAS-ZTF
167.98247, 3.13369, o, 60303.345949, -20.209, 0.533, -30, 16, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60303.350055, -21.271, 1.451, -11, 16, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60303.358294, 19.621, 0.516, 52, 27, 19.609991640913, ATLAS-ZTF
167.98247, 3.13369, o, 60304.54316, -20.136, 0.84, -32, 27, nan, ATLAS-ZTF
167.98247, 3.13369, o, 60304.544969, 21.182, 2.494, 12, 30, 21.202046884880936, ATLAS-ZTF
167.98247, 3.13369, o, 60304.559178, 19.013, 0.34, 90, 31, 19.014393726401686, ATLAS-ZTF
167.98247, 3.13369, o, 60304.575044, 19.886, 0.468, 40, 19, 19.894850021680092, ATLAS-ZTF
167.98247, 3.13369, o, 60306.517179, 20.829, 1.193, 17, 20, 20.823877696554312, ATLAS-ZTF
167.98247, 3.13369, o, 60306.520129, 21.21, 2.101, 12, 25, 21.202046884880936, ATLAS-ZTF
167.98247, 3.13369, o, 60306.530246, 21.218, 1.769, 12, 21, 21.202046884880936, ATLAS-ZTF
