# Combined data from 'ATLAS-ZTF' for 'SN 2024yhg'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
31.6314, 29.99726, o, 60498.583809, 21.498, 1.4, 9, 13, 21.514393726401686, ATLAS-ZTF
31.6314, 29.99726, o, 60498.586989, -20.848, 0.691, -17, 12, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60498.609697, 21.597, 1.45, 8, 12, 21.64227503252014, ATLAS-ZTF
31.6314, 29.99726, o, 60498.621792, -21.257, 3.704, -11, 42, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60503.587254, 22.402, 4.071, 4, 16, 22.394850021680092, ATLAS-ZTF
31.6314, 29.99726, o, 60503.590488, -22.15, 2.667, -5, 13, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60503.605496, -21.427, 1.324, -10, 13, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60503.621221, 20.768, 1.841, 18, 33, 20.761818737241732, ATLAS-ZTF
31.6314, 29.99726, o, 60504.597994, 21.383, 1.114, 10, 11, 21.4, ATLAS-ZTF
31.6314, 29.99726, o, 60504.604845, -21.924, 1.929, -6, 12, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60504.615911, -20.936, 0.912, -15, 14, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60504.622732, 20.844, 2.591, 17, 43, 20.823877696554312, ATLAS-ZTF
31.6314, 29.99726, o, 60505.593685, 23.317, 9.429, 2, 16, 23.147425010840045, ATLAS-ZTF
31.6314, 29.99726, o, 60505.596851, -20.43, 0.369, -24, 9, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60505.614203, 20.527, 0.644, 22, 14, 20.543943297944484, ATLAS-ZTF
31.6314, 29.99726, o, 60505.61827, -21.053, 1.424, -14, 20, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60506.571448, 20.365, 0.504, 26, 13, 20.362566630072955, ATLAS-ZTF
31.6314, 29.99726, o, 60506.574621, 22.25, 2.857, 5, 13, 22.15257498915995, ATLAS-ZTF
31.6314, 29.99726, o, 60506.582108, -21.946, 2.347, -6, 14, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60506.594194, -25.069, 32.333, 0, 11, inf, ATLAS-ZTF
31.6314, 29.99726, o, 60507.58122, 20.415, 0.483, 25, 12, 20.405149978319905, ATLAS-ZTF
31.6314, 29.99726, o, 60507.584455, 21.006, 0.88, 14, 13, 21.034679910804403, ATLAS-ZTF
31.6314, 29.99726, o, 60507.592405, 21.362, 1.333, 10, 14, 21.4, ATLAS-ZTF
31.6314, 29.99726, o, 60507.608898, -21.248, 0.957, -12, 11, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60508.582575, 22.384, 2.704, 4, 11, 22.394850021680092, ATLAS-ZTF
31.6314, 29.99726, o, 60508.58627, -21.52, 1.194, -9, 11, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60508.594699, -21.417, 1.089, -10, 11, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60508.610289, 23.131, 5.786, 2, 12, 23.147425010840045, ATLAS-ZTF
31.6314, 29.99726, o, 60509.57231, 21.08, 0.827, 13, 11, 21.115141619232908, ATLAS-ZTF
31.6314, 29.99726, o, 60509.575477, -21.951, 2.17, -6, 13, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60509.581775, 20.973, 0.812, 15, 12, 20.959771852360795, ATLAS-ZTF
31.6314, 29.99726, o, 60509.59352, 22.079, 2.047, 5, 11, 22.15257498915995, ATLAS-ZTF
31.6314, 29.99726, o, 60509.624307, -21.239, 2.5, -12, 29, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60510.57187, 22.754, 5.565, 3, 16, 22.707196863200842, ATLAS-ZTF
31.6314, 29.99726, o, 60510.5755, 21.238, 1.337, 12, 16, 21.202046884880936, ATLAS-ZTF
31.6314, 29.99726, o, 60510.580961, 21.365, 1.453, 10, 15, 21.4, ATLAS-ZTF
31.6314, 29.99726, o, 60510.594932, 21.48, 1.26, 9, 12, 21.514393726401686, ATLAS-ZTF
31.6314, 29.99726, o, 60512.560993, -20.773, 1.173, -18, 21, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60512.563769, 20.323, 0.865, 27, 23, 20.32159058960253, ATLAS-ZTF
31.6314, 29.99726, o, 60512.569326, 22.516, 6.182, 4, 22, 22.394850021680092, ATLAS-ZTF
31.6314, 29.99726, o, 60512.57996, 19.808, 0.533, 43, 23, 19.816328861051034, ATLAS-ZTF
31.6314, 29.99726, o, 60513.568, -22.274, 8.361, -4, 37, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60513.571182, -21.272, 1.978, -11, 22, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60513.577096, 23.281, 19.286, 2, 34, 23.147425010840045, ATLAS-ZTF
31.6314, 29.99726, o, 60513.591947, 20.817, 1.426, 17, 24, 20.823877696554312, ATLAS-ZTF
31.6314, 29.99726, o, 60515.594216, -21.945, 3.468, -6, 21, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60515.616732, 20.495, 0.756, 23, 17, 20.495680409956016, ATLAS-ZTF
31.6314, 29.99726, o, 60515.619968, -20.31, 0.754, -27, 21, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60515.628103, 19.124, 0.628, 81, 51, 19.128787452803373, ATLAS-ZTF
31.6314, 29.99726, o, 60517.593241, -20.722, 1.092, -19, 20, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60517.603824, 19.718, 0.463, 47, 22, 19.719755355160704, ATLAS-ZTF
31.6314, 29.99726, o, 60517.60518, -20.982, 1.645, -15, 24, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60517.60744, 20.354, 1.0, 26, 26, 20.362566630072955, ATLAS-ZTF
31.6314, 29.99726, o, 60517.608796, -18.51, 0.374, -143, 54, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60517.610605, 21.293, 2.224, 11, 25, 21.296518287104437, ATLAS-ZTF
31.6314, 29.99726, o, 60517.613317, 22.033, 4.688, 6, 26, 21.95462187404089, ATLAS-ZTF
31.6314, 29.99726, o, 60517.624706, 20.293, 1.206, 28, 33, 20.28210492164445, ATLAS-ZTF
31.6314, 29.99726, o, 60518.571171, 20.57, 0.989, 22, 21, 20.543943297944484, ATLAS-ZTF
31.6314, 29.99726, o, 60518.573937, 22.35, 4.054, 4, 17, 22.394850021680092, ATLAS-ZTF
31.6314, 29.99726, o, 60518.579884, -22.375, 3.806, -4, 16, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60518.589825, 24.725, 34.25, 0, 16, inf, ATLAS-ZTF
31.6314, 29.99726, o, 60519.587754, 22.328, 4.353, 4, 18, 22.394850021680092, ATLAS-ZTF
31.6314, 29.99726, o, 60519.591194, -21.628, 2.792, -8, 23, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60519.606205, -20.828, 1.148, -17, 19, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60519.612824, -20.412, 0.738, -25, 18, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60520.588459, -21.346, 1.402, -10, 15, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60520.592158, -22.718, 5.36, -3, 16, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60520.598161, 22.201, 3.053, 5, 15, 22.15257498915995, ATLAS-ZTF
31.6314, 29.99726, o, 60520.607005, 24.688, 24.0, 0, 12, inf, ATLAS-ZTF
31.6314, 29.99726, o, 60520.626084, -21.487, 2.986, -9, 28, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60521.579089, -21.37, 3.969, -10, 41, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60521.582253, -20.953, 1.74, -15, 26, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60521.591479, -19.133, 1.382, -81, 112, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60521.602581, 18.753, 1.86, 114, 213, 18.75773787165882, ATLAS-ZTF
31.6314, 29.99726, o, 60522.586853, 17.433, 1.948, 386, 753, 17.43353173832061, ATLAS-ZTF
31.6314, 29.99726, o, 60522.595473, 16.754, 0.675, 722, 487, 16.7536570060759, ATLAS-ZTF
31.6314, 29.99726, o, 60523.611935, 20.753, 0.691, 18, 12, 20.761818737241732, ATLAS-ZTF
31.6314, 29.99726, o, 60523.614248, -22.801, 3.6, -3, 10, nan, ATLAS-ZTF
31.6314, 29.99726, o, 60523.61702, 21.004, 0.701, 14, 10, 21.034679910804403, ATLAS-ZTF
