ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59604.516746,20.454,0.496,24.0,12.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59605.490067,19.971,0.636,37.0,24.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59608.503141,20.734,0.806,18.0,15.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59608.524363,20.094,0.467,33.0,16.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59609.055079,21.17,0.871,12.0,11.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59610.438807,20.707,0.58,19.0,11.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59612.465984,21.184,0.784,12.0,10.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59614.51754,20.639,0.697,20.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59616.937015,20.956,0.571,15.0,9.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59618.418613,20.051,0.391,35.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59618.421377,18.02,0.06,225.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59618.427369,20.656,0.673,20.0,13.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59620.510541,20.976,0.701,15.0,10.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59630.481857,20.483,0.823,23.0,19.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59630.491085,19.465,0.346,59.0,21.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59631.257534,20.027,0.583,35.0,21.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59632.484452,20.911,0.913,16.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59635.183937,21.201,0.744,12.0,9.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59636.442639,21.131,0.736,13.0,9.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59636.485267,21.132,0.709,13.0,9.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59638.375981,20.743,0.676,18.0,12.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59638.384193,20.825,0.809,17.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59642.414015,20.123,0.381,32.0,12.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59644.393655,20.302,0.552,28.0,15.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59644.403027,20.796,0.721,17.0,13.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59662.437688,20.415,0.637,25.0,16.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59662.44228,20.951,0.985,15.0,15.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59663.101182,21.257,0.946,11.0,11.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59664.299412,20.496,0.649,23.0,15.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59666.369666,21.03,0.947,14.0,13.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59667.119498,20.576,0.647,21.0,14.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59670.278035,20.23,0.5,29.0,15.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59675.022961,20.202,0.408,30.0,12.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59676.810674,20.872,0.909,16.0,15.0,23.9,c
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59679.07849,20.59,0.772,21.0,16.0,23.9,o
145.70092,-3.60707,0.006000,None,2022-04-25 07:27:59.904,59690.341162,19.928,0.371,39.0,14.0,23.9,o
