ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59861.36304400023,18.909087726538743,0.10554463436826264,782.140742625625,76.0320585636091,26.1423,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59862.408391200006,18.79891370515662,0.10753657469816834,931.868256322784,92.2967475115727,26.2223,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59863.3974768999,18.53377691558378,0.08486136568703138,1180.34573134474,92.2560657972292,26.2138,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59864.412986100186,18.512475967163777,0.08357205279556779,1170.92644128084,90.1293757557617,26.1838,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59865.38392359996,18.15939510528387,0.04253231237630508,1630.80471300109,63.8846666197755,26.1904,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59865.41642360017,18.369122523630747,0.06687796964479427,1354.03842993732,83.4045513249234,26.1982,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59865.41884260019,18.377647638891617,0.054258641666877404,1409.61640195691,70.4442487099706,26.2504,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59867.39762730012,17.983057497340873,0.0355017364678726,1809.07678702788,59.1537493745144,26.1267,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59867.43756939983,18.241242974614224,0.04417663717537517,1476.87184142263,60.0912369017644,26.1646,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59871.3865278,18.550551617034884,0.04603149532948882,1207.31154378501,51.1858731847873,26.2551,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59871.4168866002,17.934179708867617,0.029216910956039024,2040.27222059548,54.9032550760292,26.2084,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59873.44018519996,17.83383489368528,0.018096230553311415,2176.23626188605,36.2718613977433,26.1781,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59876.39333330002,18.121871472440933,0.0344434996182453,1701.26282054695,53.9702416232833,26.1988,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59876.42143520014,19.211050432244726,0.07731524052724344,662.918023912362,47.2063713487004,26.2647,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59878.37754630018,19.592124763035365,0.08432356459057724,459.864722362168,35.7153353172061,26.2487,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59880.36717589991,19.73186011996589,0.08864097014433878,412.378440593223,33.6671328454714,26.2701,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59881.39333330002,19.888040859761645,0.08740019799299299,365.85050268272,29.4504376202264,26.2963,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59881.39428240014,19.75107172592046,0.08217219993127414,383.469925979045,29.0223051299522,26.2104,ZTF_g
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59882.37173609994,18.66267941026593,0.042338531379154776,947.476039251825,36.9470446347766,26.1041,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59882.44148149993,18.86619709547186,0.10424658155709575,316.228611980773,30.3625794599231,25.1162,ZTF_i
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59889.363842600025,19.167866639970534,0.1181940487667544,655.742518009828,71.3846170112935,26.2097,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59895.31151620019,19.520255795584323,0.12135806743841486,473.9119739078,52.9714686101752,26.2095,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59904.337534700055,19.90901057303276,0.12796695170477176,336.911449979846,39.7090297434502,26.2278,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59906.31450230023,20.13379102787481,0.13445865638879967,271.896482283596,33.6719320258595,26.2198,ZTF_r
64.1733759834313,-12.18359033747551,0.031500,None,2022-10-09 08:42:46.656,59909.25232640002,20.024354007154603,0.12546041036552508,299.239139454366,34.5780725269911,26.2144,ZTF_r
