ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59557.640846,20.589,0.758,21.0,16.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59589.605264,19.43,0.218,61.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59591.585907,21.226,0.868,12.0,10.0,23.9,c
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59593.6441,20.694,0.8,19.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59597.53924,19.949,0.663,38.0,25.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59598.117812,19.717,0.975,47.0,46.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59603.626498,20.096,0.472,33.0,16.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59610.626364,20.598,0.511,21.0,11.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59610.674131,19.018,0.678,90.0,61.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59613.596965,21.361,0.889,10.0,9.0,23.9,c
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59617.525873,21.286,0.894,11.0,10.0,23.9,c
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59619.66956,19.799,0.617,44.0,27.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59620.612971,21.156,0.67,12.0,8.0,23.9,c
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59622.514244,21.122,0.96,13.0,12.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59624.604277,21.132,0.984,13.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59624.612121,21.05,0.986,14.0,14.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59626.541712,19.647,0.588,50.0,30.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59627.270453,19.962,0.983,38.0,37.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59627.273193,19.76,0.763,45.0,35.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59628.522815,18.364,0.571,164.0,94.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59628.556944,16.909,0.509,626.0,319.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59631.554432,19.623,0.449,51.0,23.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59631.599168,19.467,0.361,59.0,21.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59632.538943,19.351,0.323,66.0,21.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59632.542129,20.551,0.976,22.0,21.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59632.635408,20.593,0.81,21.0,17.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59632.638507,20.159,0.463,31.0,14.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59632.661066,20.624,0.834,20.0,17.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59633.513215,20.371,0.568,26.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59633.515046,20.284,0.549,28.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59633.517786,20.451,0.719,24.0,17.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.549032,20.289,0.562,28.0,16.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.584302,20.339,0.587,27.0,16.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.597364,20.206,0.426,30.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.624172,19.943,0.294,38.0,11.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.626978,19.794,0.299,44.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.629754,19.749,0.331,46.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59634.640073,20.865,0.858,16.0,14.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.325357,20.806,0.559,17.0,10.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.327227,19.869,0.263,41.0,11.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.334468,19.744,0.287,46.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.340367,20.348,0.383,26.0,10.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.541768,19.923,0.309,39.0,12.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.543588,19.453,0.244,60.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.548714,19.336,0.22,67.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59635.574959,19.449,0.241,60.0,15.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59636.500456,19.478,0.233,59.0,14.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59636.519376,20.271,0.395,28.0,11.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59636.528067,19.767,0.286,45.0,13.0,23.9,o
211.3782,15.72098,0.070000,None,2022-02-27 08:54:00.999,59636.549305,19.718,0.172,47.0,8.0,23.9,c
