ra,dec,z,z_err,discdate,mjd,mag,dmag,flux,dflux,zp,filter
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59783.623819,18.558,0.634,137.0,87.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59783.626703,17.642,0.741,318.0,236.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.458062,19.581,0.32,53.0,17.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.492103,20.27,0.624,28.0,18.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.495318,19.762,0.356,45.0,16.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.500804,19.916,0.354,39.0,14.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.60445,19.777,0.283,45.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59787.614243,19.441,0.253,61.0,15.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59789.459559,19.227,0.262,74.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59789.462792,19.205,0.243,76.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59789.55647,18.973,0.221,94.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.375081,20.09,0.384,33.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.3779,19.359,0.227,66.0,15.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.382571,19.918,0.388,39.0,15.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.383023,19.729,0.232,47.0,11.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.38716,20.024,0.564,36.0,20.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.39311,20.234,0.435,29.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.398633,20.937,0.852,15.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59791.403263,19.64,0.295,51.0,15.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.443674,19.603,0.351,52.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.46645,19.483,0.332,58.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.469206,19.363,0.283,65.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.473312,19.184,0.284,77.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.483347,19.384,0.275,64.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.486551,19.566,0.338,54.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.502245,19.777,0.435,45.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.513471,19.855,0.458,42.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59793.529796,19.331,0.314,67.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.440003,18.697,0.178,120.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.443695,20.328,0.758,27.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.461541,20.193,0.614,30.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.464732,19.993,0.5,36.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.483464,19.67,0.418,49.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.52549,19.242,0.276,73.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.552577,19.609,0.35,52.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.555408,19.62,0.435,52.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59797.560617,19.17,0.259,78.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59801.456907,18.518,0.564,142.0,80.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59801.500794,19.127,0.437,81.0,36.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59801.621985,19.721,0.551,47.0,26.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59801.625062,18.935,0.341,97.0,33.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59803.483924,19.706,0.965,48.0,46.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59803.520125,19.18,0.903,77.0,70.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.412161,18.97,0.333,94.0,31.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.4154,19.925,0.836,39.0,32.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.425539,19.286,0.564,70.0,40.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.431014,19.896,0.838,40.0,34.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.446615,18.971,0.479,94.0,45.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59805.467045,19.062,0.442,86.0,38.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59807.408769,19.553,0.404,55.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59807.43538,19.23,0.335,74.0,25.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59809.374724,20.053,0.53,35.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59809.378843,18.956,0.214,95.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59809.387099,20.633,0.952,20.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59811.534078,20.028,0.765,35.0,27.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59811.561658,18.893,0.203,101.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59813.368456,19.442,0.316,61.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59817.434821,19.275,0.318,71.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59817.440745,20.123,0.55,32.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59817.558098,19.122,0.239,82.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59817.593145,19.008,0.23,90.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59817.620821,19.452,0.314,60.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59819.461632,20.104,0.411,33.0,14.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59819.465267,20.925,0.752,16.0,12.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59819.504166,20.113,0.389,33.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59819.523779,21.036,0.989,14.0,14.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59819.526947,20.609,0.633,21.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59821.434451,20.087,0.571,34.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59821.439935,20.599,0.951,21.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59821.443599,19.464,0.333,60.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59821.455466,19.233,0.28,74.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59821.573569,19.61,0.401,52.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59823.351876,20.22,0.523,30.0,16.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59823.360653,19.91,0.44,39.0,17.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59823.371175,20.563,0.603,22.0,13.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59825.331756,19.235,0.364,73.0,27.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59825.339082,19.611,0.503,52.0,26.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59825.465057,20.347,0.719,26.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59825.475674,19.561,0.41,54.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59825.485785,19.842,0.462,42.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59833.364051,19.198,0.851,76.0,65.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59833.381784,19.627,0.624,51.0,32.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.288882,19.162,0.275,78.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.297666,19.592,0.41,53.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.308298,20.585,0.92,21.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.406328,20.122,0.665,32.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.424491,19.701,0.542,48.0,26.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.54657,19.636,0.506,51.0,26.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.564544,19.564,0.428,54.0,23.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59837.571861,19.724,0.519,47.0,24.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.305044,20.411,0.991,25.0,25.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.315023,17.816,0.669,271.0,181.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.391409,19.922,0.472,39.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.394585,19.632,0.366,51.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.402288,20.198,0.766,30.0,23.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.408213,19.6,0.569,52.0,30.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.496205,20.766,0.962,18.0,17.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59839.500299,19.98,0.511,37.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59841.490813,20.41,0.558,25.0,14.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59841.523153,20.12,0.623,32.0,20.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59841.525979,20.566,0.894,22.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59841.533421,19.886,0.446,40.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59843.621727,19.593,0.429,53.0,23.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59845.483194,18.449,0.648,152.0,98.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59847.317627,20.169,0.712,31.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59847.320809,20.456,0.769,24.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59847.327162,20.086,0.532,34.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59847.398532,19.926,0.486,39.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59847.406729,20.312,0.683,27.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59849.37084,20.975,0.732,15.0,11.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59851.42233,20.424,0.653,25.0,16.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59851.425505,19.856,0.449,42.0,19.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59851.430948,20.555,0.697,22.0,15.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59851.440927,20.387,0.637,25.0,16.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59851.545647,19.986,0.405,37.0,15.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59857.388108,18.206,0.5,190.0,95.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59857.513045,20.232,0.417,29.0,12.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59859.484291,18.015,0.86,226.0,194.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59867.392088,19.674,0.358,49.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59867.409314,20.508,0.959,23.0,22.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59867.497791,19.791,0.692,44.0,30.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59869.231633,19.842,0.49,42.0,21.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59869.238106,20.262,0.638,28.0,18.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59869.368992,20.132,0.449,32.0,14.0,23.9,o
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59871.350546,20.337,0.452,27.0,12.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59871.35372,21.131,0.869,13.0,11.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59871.359624,20.971,0.828,15.0,12.0,23.9,c
334.19412,86.93249,0.019000,None,2022-07-12 10:10:36.002,59871.370117,21.223,0.897,12.0,11.0,23.9,c
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59772.37034719996,19.382814118063145,0.11819663650555855,511.769444807168,55.712821196651,26.1555,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59772.424027800094,19.45417780834667,0.11853667684343366,470.813466880539,51.4016789091891,26.1363,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59774.30267360015,18.84772210127258,0.09446413030818256,799.817973727201,69.5879063088754,26.1052,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59774.37859949982,18.957721548780896,0.09740195183477664,734.43164351766,65.8862394513736,26.1226,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59776.39275459992,18.482705237060987,0.04454621755328263,1175.00010434677,48.2085888302224,26.1578,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59776.42990740016,18.48333440924691,0.046616536945287626,1154.3732018778,49.5634950534616,26.1392,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59779.270590300206,18.291053507989442,0.0339304393844442,1351.13454157361,42.2244265799592,26.1178,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59779.38535880018,18.289803812251083,0.03362983912511498,1361.69071174967,42.1773165282144,26.125,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59781.3790972,19.34921759343193,0.07845942870207953,499.428086919576,36.0905735718228,26.0954,ZTF_g
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59783.32390049985,20.01879656267476,0.09635452467879348,299.668693859432,26.5943370326525,26.2104,ZTF_g
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59785.34517360013,20.26352188323842,0.12858443578561196,217.145706491086,25.7167054299312,26.1054,ZTF_g
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59785.38618060015,18.46589029968038,0.03086372778592109,1135.43919048292,32.2766118868421,26.1038,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59787.34467589995,18.656562351155785,0.03724704932295618,945.572992854134,32.4386381783027,26.0958,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59789.344490699936,18.864358060812254,0.07524493030974447,550.575365379602,38.1566026965158,25.7164,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59793.22750000004,19.22422467682898,0.0646054350104691,570.203828915728,33.9292972365039,26.1143,ZTF_r
334.19412499999993,86.9324888888889,0.019000,None,2022-07-12 10:10:36.002,59798.34980319999,19.78739711374861,0.12102602201982042,342.35853121504,38.1623924447318,26.1236,ZTF_r
