# Created by M.D. Woods -- 2025-04-09 10:11:32.380291 -- NUM TARGETS: 47
# WARNING: For files with SNPY & SALT, the 'stretch' and 'color' are NOT identical.
objname, origin, subtype, algo, ra, dec, z, z_cmb, MJDs, MJDe, mu, mu_err, hostMass, hostMass_err, Tmax, Tmax_err, stretch, stretch_err, color, color_err, amplitude, amplitude_err, peak_mag, peak_mag_err
2023fwb, COMBINED, 91BG, SNPY, 320.9141468343343, 39.58093253253254, 0.027, 0.025053746637469888, 60036.50037040003, 60162.405300899874, 35.598671929834055, 0.11136521143128152, 8.083420755485886, 0.10434657490313325, 60058.43917797888, 0.10894230872391472, 0.4231016206626186, 0.011763016578405035, -0.19913779903313117, 0.025436664948219133, nan, nan, 17.953899999999997, 0.06465
2021xfm, COMBINED, 91BG, SNPY, 318.75354999999996, 21.910097808471455, 0.04, 0.038917146393236735, 59424.303738399874, 59551.203174, 36.831314185642114, 0.12195194784795003, 10.643884474652957, 0.10001961031173433, 59449.18711109192, 0.24978294709279897, 0.2629671500134482, 0.007086016875478204, -0.09671455251465007, 0.05816080203435915, nan, nan, 19.677786813116793, 0.3461995263872419
2019op, COMBINED, 91BG, SNPY, 35.42441184948981, -25.92715288832201, 0.04, 0.03872130072544209, 58466.24967590021, 58509.16879629996, 36.35092496301487, 0.20352065024328758, 9.173614317792607, 0.16489613530016126, 58497.423494634735, 0.39332570747556284, 0.5135588879177507, 0.037648795819170626, 0.032071883115636746, 0.04794992830735415, nan, nan, 18.367758586468415, 0.060546170304173384
2018jag, COMBINED, 91BG, SNPY, 15.951291157088145, 10.592351598978283, 0.04, 0.0382127773944158, 58417.462951, 58532.245519, 36.73273373793091, 0.11745369882329004, 11.024363619703006, 0.10000626926426881, 58453.818146784186, 0.1787922278950658, 0.6202376795843006, 0.02311615758898741, 0.010639805582559319, 0.027191969924853697, nan, nan, 18.306806353213478, 0.07945165160107437
2021wzb, COMBINED, 91BG, SNPY, 72.76725085251849, -5.956902174967433, 0.0478, 0.046675274067471545, 59436.585134, 59550.29319440015, 36.966253310420235, 0.10356650560903868, 11.289712997692881, 0.10000282777507162, 59456.17352545075, 0.1424501062406651, 0.49594744478184305, 0.011671911616319275, -0.10731213141864662, 0.026068695860940738, nan, nan, 18.61937195186147, 0.09546773004590493
2022aaok, COMBINED, 91BG, SNPY, 138.75348656136188, 22.589552084378578, 0.027214, 0.028056131217628632, 59873.435324099846, 60017.21541670011, 35.938080814338136, 0.10919195324402167, 10.475026394544468, 0.10000355139435974, 59906.33563848764, 0.17320159796700374, 0.37950210736694157, 0.011990554280101502, -0.08238807893727738, 0.024932471515719017, nan, nan, 18.18838894672803, 0.05289434998997794
2021bls, COMBINED, 91BG, SNPY, 250.83637079999968, 61.594866800000034, 0.019, 0.018644897874812084, 59216.619322, 59365.45671299985, 34.68450245374969, 0.10407198023952938, 10.690134763061476, 0.10000092212992924, 59246.81623779323, 0.10721338297963504, 0.26984052328954844, 0.003906228862459222, 0.012491105069646624, 0.02135033166424333, nan, nan, 17.46425449200323, 0.022561657662011566
2006gt, CSP, 91BG, SALT, 14.072082999999996, -1.6294440000000001, 0.0448, 0.042419119009330715, 54001.67, 54076.62, 36.758407457395286, 0.10079884522953407, 10.111136946318842, 0.10007031112374888, 54002.98352461894, 0.06217687519529136, -2.269970801290972, 0.03289116292728078, 0.2165294602276597, 0.0036184703718589546, 0.0007899719801907305, 3.155488409693971e-06, 18.37426923076923, 0.046269230769230764
2008bt, CSP, 91BG, SALT, 162.570333, -12.108889000000001, 0.0154, 0.016446211765812194, 54571.61, 54651.47, 34.546452706223874, 0.10033791572510628, 10.724456328263154, 0.10000135516328265, 54568.77543763968, 0.0010825368044606876, -2.22891911100925, 0.014269430700507346, 0.4385971329948794, 0.0024442578222385962, 0.003312846286230737, 9.588794435754784e-06, 16.852666666666668, 0.011416666666666665
2008bd, CSP, 91BG, SALT, 154.597167, -13.103111, 0.0301, 0.031300703090299295, 54541.7, 54607.65, 36.04096736406114, 0.10774681979601763, 11.066906876654066, 0.1000038057686489, 54522.0732025374, 0.1570283042747178, -2.395453621546084, 0.058797452244801596, 0.08103204448829576, 0.013317885226446533, 0.001790247104186559, 3.3945008037353526e-05, nan, nan
2006bd, CSP, 91BG, SALT, 174.61858299999994, 20.526222, 0.0257, 0.025660398620783453, 53822.75, 53872.57, 35.843809567236434, 0.1050293493492001, 12.327227584343689, 0.10000538231805843, 53810.392280268905, 0.1417983373394236, -1.716150603001807, 0.04464864846680883, 0.3951992931126959, 0.008941717129528527, 0.0012144236013851002, 1.8530835642414478e-05, nan, nan
2007N, CSP, 91BG, SALT, 192.255208, -9.452833000000002, 0.0129, 0.015195347623445987, 54123.82, 54213.67, 34.41346399200956, 0.10142413510531358, 9.587336481996891, 0.10000332697606863, 54113.0241032369, 0.051206244781496935, -2.9930357885059595, 0.016325234088099938, 0.5465739724968736, 0.004874157915976528, 0.0024999103680209155, 1.921465906675755e-05, nan, nan
2024zaj, ATLAS, 91BG, SALT, 41.46968, -17.04216, 0.02439, 0.02379452133287658, 60506.347952, 60690.127373, 35.86459475437304, 0.12903655337531392, 10.19247487434887, 0.10000513343666217, 60614.88727441189, 0.07584078285799478, -3.062601177465619, 0.10756940227041967, 0.3249821467138781, 0.02388267453506893, 0.0011949567513665116, 3.990082467197761e-05, 17.568550000000002, 0.08685000000000001
2022vse, ATLAS, 91BG, SALT, 60.34132999999998, -54.75441999999999, 0.05, 0.05114466755174965, 59746.1638, 59944.135789, 36.7903867329502, 0.12832581843388546, 8.755336157805015, 0.15614374467137646, 59848.45788279109, 0.2373686280225229, -2.2514047830445003, 0.19473623949486418, 0.07293467221783337, 0.02638511071945967, 0.0010388174633338687, 3.061048363520983e-05, 18.06215, 0.06995
2023jah, ATLAS, 91BG, SALT, 307.78864999999996, -44.26243999999999, 0.03, 0.029357446966681976, 60012.380656, 60182.886135, 36.583464239049626, 0.1324052912557225, 10.263562418656065, 0.12878528681491533, 60089.88430871183, 0.2605457666722941, -1.1336279176464303, 0.21309318295883728, 0.5031391705179566, 0.03581845650492735, 0.0007855893193825182, 3.571371726941063e-05, 17.999470588235294, 0.1307058823529412
2022omn, COMBINED, 91BG, SALT, 341.8629977203064, -25.66481817624521, 0.05, 0.049494772083266456, 59741.361109, 59882.24707179982, 37.0018500373771, 0.16668678435205173, 8.002245848661948, 0.12024575745092028, 59764.88471641029, 0.5564876863136305, -0.6203590639851397, 0.20550472796744684, 0.45376476829352375, 0.052403165997483965, 0.0004600058390429922, 3.6659483567274896e-05, 18.26090909090909, 0.07063636363636362
2024rkh, COMBINED, 91BG, SALT, 39.674869393939396, -7.284329595959594, 0.07, 0.06934961635652066, 60491.421074, 60620.3379861, 37.946517450162425, 0.17236972634153938, 11.003166006037661, 0.10001707544918416, 60518.8414513377, 0.5278050512206391, -2.0468985782588254, 0.2818218665928689, 0.06135214723792635, 0.06362538548633868, 0.00040811078406021665, 3.750687363726696e-05, 19.163625, 0.3270416666666667
2022dsu, COMBINED, 91BG, SALT, 211.37819727296457, 15.720978545581074, 0.07, 0.07061669530398855, 59609.644806, 59755.20834490005, 37.951405104134835, 0.12843210500380167, 10.258346269556945, 0.10006484775900702, 59645.84147598322, 0.0006255799053178634, -1.595836796709308, 0.16891074997861832, 0.2125680352060233, 0.029050481258786974, 0.00030901379828085534, 1.070710468218657e-05, 19.095936320920583, 0.3133270263965302
2021fnr, COMBINED, 91BG, SALT, 219.50787937328693, 10.184029029956164, 0.026949, 0.02849321924710484, 59257.604781, 59405.22836809978, 36.088130047518526, 0.10513892964707444, 10.287436116011223, 0.10000650557990397, 59293.29018113988, 0.10558625905832741, -2.977556785350395, 0.06170471194226357, 0.5177816193170447, 0.00941996839235759, 0.0005798635573185872, 7.106517118112211e-06, 18.158608500240323, 0.04082728230622343
2025nn, COMBINED, 91BG, SALT, 109.41391671794871, 43.817533282051286, 0.05, 0.04988185139434966, 60658.262777800206, 60756.268622700125, 36.773397363007625, 0.1312527137335851, 7.33130468655257, 0.13361656213491627, 60699.13777719906, 0.19375764499636716, -1.1090051850832672, 0.2037852448102881, 0.4608605978251925, 0.02580042823780333, 0.00041597310765277004, 1.2692245945093926e-05, 18.724143335814794, 0.05325464674256854
2019cdc, COMBINED, 91BG, SALT, 212.20472932474505, 35.61427630238157, 0.02777, 0.028415074423414368, 58538.54960650019, 58685.19319440005, 35.98218209053644, 0.10151528381632198, 10.584872344449861, 0.10000646090149536, 58575.25691552529, 0.0351145157328574, -2.214636911760546, 0.03688579526448188, 0.08195191371442338, 0.005085117670987839, 0.0023545325768753395, 1.4363683194620556e-05, 17.237346093099166, 0.0309274240879589
2021zsz, COMBINED, 91BG, SALT, 92.63880211136023, -14.5388802815147, 0.035746, 0.03585681737459383, 59454.604983, 59584.364674, 36.60424728344476, 0.1586507081229683, 10.964851218836822, 0.10014457785128003, 59489.02331273047, 0.19312743633781793, -2.7625357350011717, 0.15493783825025997, 0.599716536281573, 0.0511694924810788, 0.0003425115070593422, 2.5562082126428376e-05, 18.486215700181788, 0.1646175668156808
2021abzd, COMBINED, 91BG, SALT, 10.89953797101449, 30.592321803542667, 0.018086, 0.015988894002570312, 59479.218923599925, 59628.15921299998, 34.70825500087462, 0.10052360563255588, 10.78600418510209, 0.10000154549130673, 59519.47395624626, 0.023436620998836588, -3.106558429612442, 0.029032232641978073, 0.2554397656270389, 0.0027979735603948655, 0.004169581077690612, 1.5237403469079257e-05, 16.406149232555546, 0.015450844184583975
2023fot, COMBINED, 91BG, SALT, 185.44815987312813, 10.591425460844976, 0.026467, 0.02616774967490568, 60018.247033, 60142.70483, 36.320862556924354, 0.10892148931099846, 10.60069767104924, 0.10000586248658452, 60056.73040979097, 0.06563874020139338, -3.1893673984553446, 0.11419714437358675, 0.2638200803923377, 0.012730476059141719, 0.0009119943685373711, 9.178930448924299e-06, 18.00821681833642, 0.04784517506219277
2021pom, COMBINED, 91BG, SALT, 184.5078091020115, -20.857609102011494, 0.032269, 0.03353066138056603, 59348.17333329981, 59413.251022, 35.934587831410354, 0.20799627412760693, 10.663880527855868, 0.10000431474208957, 59383.63409061588, 0.4117398846974538, -0.9304510756078099, 0.5436808698447587, 0.35283166366804014, 0.07607493416714482, 0.0004728095595601527, 4.8235834324218804e-05, 18.490000000000002, 0.12375
