2021fnr 0.026949 219.50787963002242 10.184025330799258
filter g
59290.42059030011 18.597030462325993 0.024612194050349562
59290.42246530019 18.573712703426725 0.024813932044734185
59292.4339815001 18.376379497131886 0.023493816551805314
59292.43491900014 18.357430174118715 0.023536127717912282
59295.31721059978 18.471798833351162 0.04674899501297327
59295.31814809982 18.439383796368084 0.04823672373332142
59297.33832179988 18.675625256730772 0.05715720328920773
59297.35296300007 18.696481577692815 0.06124623136793591
59298.329444400035 18.547651094523655 0.08489387178354856
59306.33528940007 19.69338561777981 0.10275965968906849
59307.38030089997 19.978649774761863 0.10627438209874263
59307.381238400005 19.742067052898893 0.08206902882504472
59308.40920139989 20.058855933331717 0.12445825545891638
59309.37412039982 20.141017335049348 0.11680063041972388
59309.37505789986 20.202301260848305 0.11837224151791695
59311.361018499825 20.074686774095095 0.09407857771299628
59312.33567130007 20.294481959958695 0.10963097968611824
59314.37978010019 20.370221738079906 0.11146692037796942
59316.3742244998 20.367203190783684 0.09196353175312612
59317.28991900012 20.38069945615908 0.10260197308673168
59321.37934029987 20.46523060587379 0.1049228170606793
filter i
59292.407280100044 18.149369390549413 0.028085734753290157
59295.375231499784 18.02081396460015 0.03392543550810917
59305.39512730017 18.462446348770616 0.062191806040705545
59308.31453699991 18.60789718383033 0.04667473885509168
59311.34077550005 18.82856363136203 0.0470938737708838
59314.419953700155 18.988975718220203 0.053749109756070536
59317.31258099992 19.419714654051667 0.09122186860883677
59321.353205999825 19.50546786005195 0.10044705732511415
59324.317847200204 19.647098960934727 0.12118214798279019
filter r
59290.37296300009 18.089770184576253 0.018747339021584698
59290.3739120001 18.130318678597217 0.018901251252321692
59292.393067100085 17.896046721676445 0.017285185564629435
59292.39400460012 17.934946980885847 0.018019519480645854
59295.3993981001 17.792711848658605 0.01899008737957879
59295.40271990001 17.807755821485564 0.01798092590994215
59297.38402780006 17.87538719251851 0.025442799773485885
59297.38497690018 17.83150892299618 0.02224953138732232
59300.41255789995 18.053240500192388 0.04900591975196743
59300.41349539999 18.025272826326827 0.04822427793253659
59301.38174769981 18.05545027004142 0.056912626512239474
59302.415034700185 18.080451678565815 0.05122692233609243
59302.416006899904 18.19457115192099 0.05569644504909295
59304.37938660011 18.46099309504126 0.10247890885401978
59304.380312500056 18.344400104799085 0.08463019416972972
59305.3526504999 18.378313583575085 0.04593211614230775
59306.44125000015 18.481316173118234 0.040305989369886906
59307.35775459977 18.517462791759964 0.030380051541726454
59307.358703699894 18.544608476472664 0.028832747622890266
59308.41956020007 18.627750271633563 0.031730995841414325
59309.37939810008 18.77440333198466 0.04061399880344274
59309.381284699775 18.734412845526965 0.03515467991925348
59311.31892360002 18.918911810987066 0.03752975986334204
59313.43390050018 19.308873228902794 0.07714764708376505
59313.43483800022 19.12112051499264 0.0673816890819918
59314.291631899774 19.182282645857313 0.04959749564361034
59315.37491900008 19.07621553132096 0.10995735341508264
59316.41401620023 19.292848508490692 0.042036090209072216
59317.40186339989 19.449319665585836 0.05187894328967744
59321.40129629988 19.682222740745367 0.06811768803938502
59323.358900499996 19.86909422607142 0.08302985120548127
59325.28598379996 19.800510132425494 0.09355608381253079
59325.30150459986 19.76046851284249 0.08989907668424324
59325.46502309991 19.81944870005455 0.08923272199638184
59336.33353010006 20.36647558854274 0.11552534819537459
59339.294953700155 20.69098264351093 0.14543485293552064
59339.35140050016 20.561213632732994 0.13763185522273208
59341.27741899993 20.511927842672634 0.12129776475998795
59341.27835649997 20.598778557496942 0.13621448106440762
59343.338425899856 20.624090103247198 0.1550339143869538
filter ATgr
59257.609386 21.428 0.831
59313.496974 20.11 0.198
59313.499782 20.036 0.233
59316.566125 20.133 0.256
59316.569813 20.174 0.246
59316.576273 20.076 0.26
59321.435182 20.42 0.309
59321.437033 20.667 0.42
59321.46979 19.949 0.194
59321.476139 20.718 0.422
59339.383094 19.6 0.709
59343.37293 20.546 0.497
59346.438392 20.686 0.469
59346.443867 21.105 0.713
59346.449399 20.685 0.479
59346.480701 20.625 0.417
59347.457889 21.357 0.883
59347.48459 20.478 0.351
59347.489463 20.803 0.558
59347.501958 20.653 0.473
59350.431673 20.553 0.444
