objName,objAltName1,objAltName2,objAltName3,objID,uniquePspsOBid,ippObjID,surveyID,htmID,zoneID,tessID,projectionID,skyCellID,randomID,batchID,dvoRegionID,processingVersion,objInfoFlag,qualityFlag,raStack,decStack,raStackErr,decStackErr,raMean,decMean,raMeanErr,decMeanErr,epochMean,posMeanChisq,cx,cy,cz,lambda,beta,l,b,nStackObjectRows,nStackDetections,nDetections,ng,nr,ni,nz,ny,uniquePspsSTid,primaryDetection,bestDetection,gippDetectID,gstackDetectID,gstackImageID,gra,gdec,graErr,gdecErr,gEpoch,gPSFMag,gPSFMagErr,gApMag,gApMagErr,gKronMag,gKronMagErr,ginfoFlag,ginfoFlag2,ginfoFlag3,gnFrames,gxPos,gyPos,gxPosErr,gyPosErr,gpsfMajorFWHM,gpsfMinorFWHM,gpsfTheta,gpsfCore,gpsfLikelihood,gpsfQf,gpsfQfPerfect,gpsfChiSq,gmomentXX,gmomentXY,gmomentYY,gmomentR1,gmomentRH,gPSFFlux,gPSFFluxErr,gApFlux,gApFluxErr,gApFillFac,gApRadius,gKronFlux,gKronFluxErr,gKronRad,gexpTime,gExtNSigma,gsky,gskyErr,gzp,gPlateScale,rippDetectID,rstackDetectID,rstackImageID,rra,rdec,rraErr,rdecErr,rEpoch,rPSFMag,rPSFMagErr,rApMag,rApMagErr,rKronMag,rKronMagErr,rinfoFlag,rinfoFlag2,rinfoFlag3,rnFrames,rxPos,ryPos,rxPosErr,ryPosErr,rpsfMajorFWHM,rpsfMinorFWHM,rpsfTheta,rpsfCore,rpsfLikelihood,rpsfQf,rpsfQfPerfect,rpsfChiSq,rmomentXX,rmomentXY,rmomentYY,rmomentR1,rmomentRH,rPSFFlux,rPSFFluxErr,rApFlux,rApFluxErr,rApFillFac,rApRadius,rKronFlux,rKronFluxErr,rKronRad,rexpTime,rExtNSigma,rsky,rskyErr,rzp,rPlateScale,iippDetectID,istackDetectID,istackImageID,ira,idec,iraErr,idecErr,iEpoch,iPSFMag,iPSFMagErr,iApMag,iApMagErr,iKronMag,iKronMagErr,iinfoFlag,iinfoFlag2,iinfoFlag3,inFrames,ixPos,iyPos,ixPosErr,iyPosErr,ipsfMajorFWHM,ipsfMinorFWHM,ipsfTheta,ipsfCore,ipsfLikelihood,ipsfQf,ipsfQfPerfect,ipsfChiSq,imomentXX,imomentXY,imomentYY,imomentR1,imomentRH,iPSFFlux,iPSFFluxErr,iApFlux,iApFluxErr,iApFillFac,iApRadius,iKronFlux,iKronFluxErr,iKronRad,iexpTime,iExtNSigma,isky,iskyErr,izp,iPlateScale,zippDetectID,zstackDetectID,zstackImageID,zra,zdec,zraErr,zdecErr,zEpoch,zPSFMag,zPSFMagErr,zApMag,zApMagErr,zKronMag,zKronMagErr,zinfoFlag,zinfoFlag2,zinfoFlag3,znFrames,zxPos,zyPos,zxPosErr,zyPosErr,zpsfMajorFWHM,zpsfMinorFWHM,zpsfTheta,zpsfCore,zpsfLikelihood,zpsfQf,zpsfQfPerfect,zpsfChiSq,zmomentXX,zmomentXY,zmomentYY,zmomentR1,zmomentRH,zPSFFlux,zPSFFluxErr,zApFlux,zApFluxErr,zApFillFac,zApRadius,zKronFlux,zKronFluxErr,zKronRad,zexpTime,zExtNSigma,zsky,zskyErr,zzp,zPlateScale,yippDetectID,ystackDetectID,ystackImageID,yra,ydec,yraErr,ydecErr,yEpoch,yPSFMag,yPSFMagErr,yApMag,yApMagErr,yKronMag,yKronMagErr,yinfoFlag,yinfoFlag2,yinfoFlag3,ynFrames,yxPos,yyPos,yxPosErr,yyPosErr,ypsfMajorFWHM,ypsfMinorFWHM,ypsfTheta,ypsfCore,ypsfLikelihood,ypsfQf,ypsfQfPerfect,ypsfChiSq,ymomentXX,ymomentXY,ymomentYY,ymomentR1,ymomentRH,yPSFFlux,yPSFFluxErr,yApFlux,yApFluxErr,yApFillFac,yApRadius,yKronFlux,yKronFluxErr,yKronRad,yexpTime,yExtNSigma,ysky,yskyErr,yzp,yPlateScale,distance,SkyMapper_StarClass,g_elong,g_a,g_b,g_pa,r_elong,r_a,r_b,r_pa,i_elong,i_a,i_b,i_pa,z_elong,z_a,z_b,z_pa,NED_name,NED_type,NED_vel,NED_redshift,NED_mag,NED_redshift_flag,g-r,r-i,i-z,z-y,g-rErr,r-iErr,i-zErr,z-yErr,gApMag_gKronMag,rApMag_rKronMag,iApMag_iKronMag,zApMag_zKronMag,yApMag_yKronMag,7DCD,hasSimbad
83296742,,,,83296742,,,,,,,,,,,,,,0,,,,,153.517232,-35.189479,,,,,,,,,,270.03943,17.44153,,,6.0,1.0,1.0,2.0,2.0,1,,1,1,,,,153.5172214,-35.1894621,23.0,79.0,,20.4123,0.0278,,,20.13,0.1078,,,,,,,,,,,,,,,,2.143,,,,,,2518.921,60.1961,,,,,2987.046,248.3615,5.54,,,,,,0.5,,,,153.5172409,-35.1895236,23.0,79.0,,19.7933,0.026,,,19.7762,0.1164,,,,,,,,,,,,,,,,2.236,,,,,,3681.626,,,,,,4077.736,81.44732,4.25,,,,,,0.5,,,,153.5172095,-35.1894,23.0,79.0,,19.0886,0.0186,,,18.8116,0.2667,,,,,,,,,,,,,,,,0.6509,,,,,,,,,,,,3773.405,55.87442,4.12,,,,,,0.5,,,,153.517219,-35.1894386,23.0,79.0,,18.9037,0.0589,,,18.4852,0.2134,,,,,,,,,,,,,,,,8.118,,,,,,,176.5351,,,,,2486.815,314.14,4.12,,,,,,0.5,,,,153.517232,-35.189479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,131.27,0.596,1.048,1.707,1.628,-83.55,1.394,2.241,1.608,-44.05,1.006,1.489,1.481,-16.9,1.062,1.282,1.207,15.16,,,,,,,,,,,,,,,,,,,,,0
83296745,,,,83296745,,,,,,,,,,,,,,0,,,,,153.502057,-35.177267,,,,,,,,,,270.0214,17.44404,,,1.0,0.0,1.0,0.0,0.0,1,,1,1,,,,,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,153.5020565,-35.1772674,36.0,36.0,,20.6052,0.0338,,,20.6453,0.2186,,,,,,,,,,,,,,,,1.015,,,,,,1743.038,,,,,,2014.237,51.88831,7.59,,,,,,0.5,,,,,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,36.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,153.502057,-35.177267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,139.24,0.503,,,,,1.763,1.206,0.684,52.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
83296746,,,,83296746,,,,,,,,,,,,,,0,,,,,153.498114,-35.171563,,,,,,,,,,270.0151,17.446732,,,3.0,1.0,1.0,1.0,0.0,1,,1,1,,,,153.4981307,-35.1715417,24.0,47.0,,20.6046,0.0209,,,20.5506,0.1313,,,,,,,,,,,,,,,,0.7794,,,,,,2110.274,35.80175,,,,,2223.111,208.3977,5.62,,,,,,0.5,,,,153.498107,-35.1715617,24.0,47.0,,20.0771,0.0212,,,20.0367,0.1284,,,,,,,,,,,,,,,,0.8385,,,,,,2835.137,,,,,,2714.452,48.73881,4.97,,,,,,0.5,,,,153.4981052,-35.1715869,24.0,47.0,,19.3781,0.0506,,,19.3638,0.1331,,,,,,,,,,,,,,,,1.641,,,,,,,,,,,,2150.516,98.25513,7.22,,,,,,0.5,,,,,,24.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.22,,,,,,0.5,,,,153.498114,-35.171563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,143.01,0.708,1.183,1.497,1.266,-89.98,1.258,1.661,1.32,67.47,1.259,0.853,0.678,45.5,,,,,,,,,,,,,,,,,,,,,,,,,0
83296750,,,,83296750,,,,,,,,,,,,,,0,,,,,153.523026,-35.183148,,,,,,,,,,270.03952,17.449436,,,2.0,1.0,1.0,0.0,0.0,1,,1,1,,,,153.5230062,-35.1831555,58.0,26.0,,20.7204,0.0182,,,20.8664,0.1686,,,,,,,,,,,,,,,,0.4337,,,,,,1896.704,26.51664,,,,,1668.034,178.5796,5.5,,,,,,0.5,,,,153.5230459,-35.1831408,58.0,26.0,,20.5921,0.033,,,20.7232,0.2066,,,,,,,,,,,,,,,,0.9818,,,,,,1764.135,,,,,,1518.901,50.99534,3.56,,,,,,0.5,,,,,,58.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,58.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,153.523026,-35.183148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,102.82,0.499,1.09,1.269,1.165,66.22,1.448,1.289,0.89,30.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
83296796,,,,83296796,,,,,,,,,,,,,,0,,,,,153.544203,-35.199454,,,,,,,,,,270.06424,17.446516,,,7.0,1.0,1.0,3.0,2.0,1,,1,1,,,,153.544193,-35.1994767,23.0,47.0,,19.2664,0.0153,,,19.1734,0.0441,,,,,,,,,,,,,,,,2.53,,,,,,7236.561,77.37764,,,,,7590.872,242.5929,3.5,,,,,,0.5,,,,153.5442039,-35.1994768,23.0,47.0,,18.9599,0.0162,,,18.8981,0.0653,,,,,,,,,,,,,,,,2.433,,,,,,7930.883,,,,,,7873.448,93.09946,3.52,,,,,,0.5,,,,153.5442246,-35.1994197,23.0,47.0,,18.7642,0.0183,,,18.7725,0.0574,,,,,,,,,,,,,,,,0.8678,,,,,,,,,,,,4865.435,66.72187,3.92,,,,,,0.5,,,,153.5442143,-35.1994413,23.0,47.0,,18.7837,0.1059,,,18.7943,0.0978,,,,,,,,,,,,,,,,0.1603,,,,,,,24.96354,,,,,2671.938,290.6863,3.92,,,,,,0.5,,,,153.544203,-35.199454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,138.85,0.734,1.085,2.561,2.361,89.87,1.004,2.134,2.125,-73.0,1.113,1.729,1.553,-62.93,1.092,1.227,1.124,89.76,,,,,,,,,,,,,,,,,,,,,0
83296797,,,,83296797,,,,,,,,,,,,,,0,,,,,153.543722,-35.193636,,,,,,,,,,270.0603,17.450977,,,8.0,1.0,1.0,4.0,2.0,1,,1,1,,,,153.5437461,-35.1936373,30.0,25.0,,19.4502,0.0127,,,19.3604,0.0645,,,,,,,,,,,,,,,,0.881,,,,,,6109.788,44.45101,,,,,6623.222,308.0594,4.61,,,,,,0.5,,,,153.5437187,-35.1936422,30.0,25.0,,18.9946,0.012,,,18.9763,0.0689,,,,,,,,,,,,,,,,0.6031,,,,,,7682.363,,,,,,7793.657,46.34647,3.76,,,,,,0.5,,,,153.5437404,-35.1936075,30.0,25.0,,18.7627,0.0257,,,18.769,0.0972,,,,,,,,,,,,,,,,0.9325,,,,,,,,,,,,4920.074,69.08114,4.5,,,,,,0.5,,,,153.5437202,-35.1935545,30.0,25.0,,18.599,0.0162,,,18.6312,0.1152,,,,,,,,,,,,,,,,1.978,,,,,,,88.73598,,,,,3349.43,322.8112,4.5,,,,,,0.5,,,,153.543722,-35.193636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,117.94,0.95,1.052,2.499,2.375,77.0,1.092,2.184,2.0,15.74,1.164,1.85,1.59,27.56,1.042,1.555,1.492,-41.99,2MASS J10141040-3511365,IrS,,,,,,,,,,,,,,,,,,,0
83296798,,,,83296798,,,,,,,,,,,,,,0,,,,,153.542202,-35.189537,,,,,,,,,,270.05673,17.453548,,,23.0,4.0,5.0,7.0,7.0,1,,1,1,,,,153.5422315,-35.189549,27.0,28.0,,18.1861,0.0489,,,18.2591,0.0384,,,,,,,,,,,,,,,,0.5835,,,,,,18469.39,47.53514,,,,,18301.68,298.9788,3.58,,,,,,0.5,,,,153.5422125,-35.1895603,27.0,28.0,,17.3483,0.0298,,,17.3639,0.022,,,,,,,,,,,,,,,,0.5248,,,,,,35272.32,,,,,,34349.62,61.66496,3.5,,,,,,0.5,,,,153.5422054,-35.1895262,27.0,28.0,,16.5093,0.0051,,,16.5504,0.0098,,,,,,,,,,,,,,,,3.396,,,,,,,,,,,,40800.28,185.0015,3.5,,,,,,0.5,,,,153.5422029,-35.1895378,27.0,28.0,,16.2057,0.006,,,16.2607,0.0206,,,,,,,,,,,,,,,,0.1744,,,,,,,36.32839,,,,,27207.04,378.6386,3.5,,,,,,0.5,,,,153.542202,-35.189537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,103.44,0.962,1.1,2.963,2.694,87.28,1.008,2.583,2.562,9.63,1.075,2.596,2.415,-82.46,1.05,2.399,2.285,87.73,WISEA J101410.10-351122.0,IrS,,,,,,,,,,,,,,,,,,,0
83296800,,,,83296800,,,,,,,,,,,,,,0,,,,,153.554203,-35.199464,,,,,,,,,,270.07117,17.451338,,,20.0,4.0,4.0,6.0,6.0,1,,1,1,,,,153.5541826,-35.1994501,55.0,30.0,,17.6653,0.0659,,,16.5828,0.1503,,,,,,,,,,,,,,,,3130.0,,,,,,35979.76,4319.11,,,,,99038.31,708.4622,3.76,,,,,,0.5,,,,153.5541816,-35.1994485,55.0,30.0,,17.081,0.0715,,,16.1676,0.0968,,,,,,,,,,,,,,,,4397.0,,,,,,47515.19,,,,,,125640.9,6307.591,3.5,,,,,,0.5,,,,153.5541796,-35.1994607,55.0,30.0,,16.5641,0.0581,,,15.4265,0.0431,,,,,,,,,,,,,,,,2608.0,,,,,,,,,,,,39644.88,5104.107,3.94,,,,,,0.5,,,,153.5541828,-35.1994371,55.0,30.0,,16.3443,0.0611,,,15.1524,0.0527,,,,,,,,,,,,,,,,1582.0,,,,,,,3355.105,,,,,23950.52,1056.281,3.94,,,,,,0.5,,,,153.554203,-35.199464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,141.53,0.028,1.251,7.206,5.759,-46.26,1.277,6.764,5.296,-48.75,1.225,5.963,4.868,-46.77,1.185,5.949,5.022,-37.53,WISEA J101412.99-351158.2,G,8756.0,0.029207,,SLS,,,,,,,,,,,,,,,1
83296801,,,,83296801,,,,,,,,,,,,,,0,,,,,153.547754,-35.191151,,,,,,,,,,270.06155,17.45493,,,38.0,6.0,6.0,7.0,8.0,1,,1,1,,,,153.5477695,-35.1911518,18.0,21.0,,15.3753,0.0071,,,15.3893,0.0073,,,,,,,,,,,,,,,,6.038,,,,,,262438.7,427.9054,,,,,258913.3,590.288,3.5,,,,,,0.5,,,,153.5477548,-35.1911549,18.0,21.0,,15.0688,0.0043,,,15.0839,0.0069,,,,,,,,,,,,,,,,0.4639,,,,,,286689.3,,,,,,281572.2,131.5574,3.5,,,,,,0.5,,,,153.5477414,-35.191146,18.0,21.0,,14.9032,0.0042,,,14.9302,0.0057,,,,,,,,,,,,,,,,2.552,,,,,,,,,,,,179741.5,263.2879,3.5,,,,,,0.5,,,,153.5477411,-35.1911299,18.0,21.0,,14.8643,0.007,,,14.9105,0.0058,,,,,,,,,,,,,,,,2.718,,,,,,,205.5055,,,,,91827.38,493.4712,3.5,,,,,,0.5,,,,153.547754,-35.191151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,109.26,0.991,1.076,3.369,3.133,84.79,1.017,2.921,2.871,76.14,1.052,2.972,2.825,-76.76,1.057,2.77,2.619,-77.26,WISEA J101411.45-351128.0,UvS,,,,,,,,,,,,,,,,,,,0
83296802,,,,83296802,,,,,,,,,,,,,,0,,,,,153.55139,-35.192009,,,,,,,,,,270.0646,17.455994,,,6.0,1.0,1.0,2.0,2.0,1,,1,1,,,,153.5513962,-35.1919991,23.0,37.0,,19.3386,0.0114,,,19.4078,0.0593,,,,,,,,,,,,,,,,0.505,,,,,,6771.463,34.30121,,,,,6482.127,247.8919,3.73,,,,,,0.5,,,,153.551385,-35.1920274,23.0,37.0,,19.0091,0.0115,,,18.9944,0.0486,,,,,,,,,,,,,,,,0.4243,,,,,,7579.393,,,,,,7451.208,38.80888,3.81,,,,,,0.5,,,,153.5513845,-35.1919417,23.0,37.0,,18.9025,0.0353,,,18.9244,0.1394,,,,,,,,,,,,,,,,0.3031,,,,,,,,,,,,4606.51,39.35973,5.92,,,,,,0.5,,,,153.5513122,-35.1920005,23.0,37.0,,18.8546,0.0165,,,19.1496,0.1267,,,,,,,,,,,,,,,,0.4082,,,,,,,39.579,,,,,2373.41,258.9647,5.92,,,,,,0.5,,,,153.55139,-35.192009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,113.63,0.946,1.107,2.504,2.262,72.38,1.028,2.041,1.986,43.17,1.136,1.754,1.544,45.72,1.071,1.244,1.162,-30.66,,,,,,,,,,,,,,,,,,,,,0
