# Combined data from 'ATLAS-ZTF' for 'SN 2022ihz'
ra, dec, filter, mjd, mag, dmag, flux, dflux, zp, source
145.70092, -3.60707, o, 59596.442072, 20.085, 1.683, 34, 56, 20.07130270739436, ATLAS-ZTF
145.70092, -3.60707, o, 59596.446232, 21.305, 3.815, 11, 42, 21.296518287104437, ATLAS-ZTF
145.70092, -3.60707, o, 59596.451793, -20.33, 1.641, -27, 44, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59596.458246, 21.563, 5.204, 9, 45, 21.514393726401686, ATLAS-ZTF
145.70092, -3.60707, o, 59603.047214, 21.46, 2.787, 10, 26, 21.4, ATLAS-ZTF
145.70092, -3.60707, o, 59604.516746, 20.454, 0.496, 24, 12, 20.449471895720983, ATLAS-ZTF
145.70092, -3.60707, o, 59604.521923, 25.72, 72.0, 0, 14, inf, ATLAS-ZTF
145.70092, -3.60707, o, 59604.549638, 22.432, 3.571, 4, 14, 22.394850021680092, ATLAS-ZTF
145.70092, -3.60707, o, 59604.574726, -21.792, 1.921, -7, 13, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59605.220905, -21.808, 3.318, -7, 23, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59605.225586, 22.988, 12.667, 2, 29, 23.147425010840045, ATLAS-ZTF
145.70092, -3.60707, o, 59605.232196, 20.408, 1.589, 25, 40, 20.405149978319905, ATLAS-ZTF
145.70092, -3.60707, o, 59605.243955, -21.905, 4.35, -6, 27, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59605.459255, 23.78, 10.167, 1, 11, 23.9, ATLAS-ZTF
145.70092, -3.60707, o, 59605.461098, -20.838, 0.708, -17, 12, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59605.490067, 19.971, 0.636, 37, 24, 19.97949568983251, ATLAS-ZTF
145.70092, -3.60707, o, 59605.495909, 23.754, 18.0, 1, 21, 23.9, ATLAS-ZTF
145.70092, -3.60707, o, 59606.45539, -22.113, 2.208, -5, 11, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59606.457221, -20.418, 0.387, -25, 10, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59606.459962, -21.074, 0.634, -14, 9, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59606.465939, -21.658, 1.265, -8, 10, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59607.51047, -22.0, 1.759, -6, 10, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59607.513666, -25.562, 43.5, 0, 9, inf, ATLAS-ZTF
145.70092, -3.60707, o, 59607.520247, 21.807, 1.359, 7, 9, 21.787254899964356, ATLAS-ZTF
145.70092, -3.60707, o, 59607.555984, -21.258, 0.807, -11, 9, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59608.495807, 21.197, 1.255, 12, 15, 21.202046884880936, ATLAS-ZTF
145.70092, -3.60707, o, 59608.503141, 20.734, 0.806, 18, 15, 20.761818737241732, ATLAS-ZTF
145.70092, -3.60707, o, 59608.514634, -21.659, 1.655, -8, 13, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59608.518395, -22.381, 3.5, -4, 14, nan, ATLAS-ZTF
145.70092, -3.60707, o, 59608.524363, 20.094, 0.467, 33, 16, 20.10371515030528, ATLAS-ZTF
145.70092, -3.60707, o, 59608.555334, -21.324, 1.405, -11, 15, nan, ATLAS-ZTF
145.70092, -3.60707, c, 59609.019111, -21.337, 0.75, -11, 8, nan, ATLAS-ZTF
145.70092, -3.60707, c, 59609.044998, -23.825, 8.333, -1, 9, nan, ATLAS-ZTF
145.70092, -3.60707, c, 59609.048215, -21.601, 1.395, -8, 12, nan, ATLAS-ZTF
145.70092, -3.60707, c, 59609.055079, 21.17, 0.871, 12, 11, 21.202046884880936, ATLAS-ZTF
145.70092, -3.60707, o, 59610.438807, 20.707, 0.58, 19, 11, 20.703115997617928, ATLAS-ZTF
145.70092, -3.60707, o, 59610.440636, 21.407, 1.022, 10, 10, 21.4, ATLAS-ZTF
145.70092, -3.60707, o, 59610.444328, 21.954, 1.404, 6, 8, 21.95462187404089, ATLAS-ZTF
145.70092, -3.60707, o, 59610.450267, 21.948, 1.357, 6, 8, 21.95462187404089, ATLAS-ZTF
145.70092, -3.60707, c, 59612.465984, 21.184, 0.784, 12, 10, 21.202046884880936, ATLAS-ZTF
145.70092, -3.60707, c, 59612.469658, 21.93, 1.475, 6, 9, 21.95462187404089, ATLAS-ZTF
145.70092, -3.60707, c, 59612.475634, 21.85, 1.531, 7, 10, 21.787254899964356, ATLAS-ZTF
145.70092, -3.60707, c, 59612.487578, -21.02, 0.617, -14, 9, nan, ATLAS-ZTF
